ab_local_cnt,ab_local_ratio,ab_mobile_cnt,ads_contact_cnt,ads_mp_contact_cnt,ali_rain_score,area_risk_level,bj_ecommerce_score,bj_jc_m36_consume_cnt,bjtz_app_mass_high_num_m12,bjtz_app_use_num_m12,bwjk_risk_tags,bwjk_risk_type,bwjk_score,cl_fraud_score_ronghui,credit_behavior_score,credit_device_score,credit_device_score_ppx,credit_general_credit_score,credit_location_score,credit_overdue_probability_ppx,credit_phone_score,credit_repayment_score_bj,credit_repayment_score_bj_2,credit_score_ronghuixf,credit_score_tq,credit_sma_score_ppx,cs_hc_xdf,cs_lingzhi_score_fullink,cs_multi_score_ronghuidt,cs_swg_bai_score,cust_age,cust_apply_age,cust_birth_date,cust_id_area,cust_work_city,duotou_br_alf_apirisk_all_mean,duotou_br_alf_apirisk_d180_mean,duotou_br_alf_apirisk_d90_mean,duotou_br_alf_count_cell,duotou_br_als_m12_id_caon_allnum,duotou_br_als_m12_id_pdl_orgnum,duotou_br_als_m1_cell_caon_allnum,duotou_br_als_m1_cell_nbank_allnum,duotou_br_als_m1_id_nbank_allnum,duotou_br_als_m1_id_nbank_orgnum,duotou_br_als_m1_id_pdl_orgnum,duotou_br_als_m3_id_nbank_sloan_allnum,duotou_br_als_m6_id_tot_mons,dxm_dt_90d_other_org_cnt,fraud_level_tq,frd_total_count,frd_xffq_count,frd_xfjr_count,hds_36m_day_max_purchase_cnt_excp_doub11_12,hds_36m_day_max_purchase_money_excp_doub11_12,hds_36m_doub11_12_purchase_cnt,hds_36m_doub11_12_total_purchase_money,hds_36m_month_max_purchase_cnt_excp_doub11_12,hds_36m_month_max_purchase_money_excp_doub11_12,hds_36m_purchase_steady,hds_36m_total_purchase_cnt,hds_36m_total_purchse_money,hds_6m_total_purchase_cnt,hds_addr_rich_rank,hds_consume_cat_rich_rank,hds_consume_rich_rank,hds_consume_rich_rank_in_day,hds_consume_rich_rank_in_draw,hds_consume_rich_rank_in_night,hds_cust_aging_rank,hds_cust_rich_rank,hds_first_consumetime_aging_rank,hds_last_consume_time_aging_rank,hds_month_cnt_from_most_early_purchase_time,hds_month_cnt_from_recent_purchase_time,hds_month_consumme_ability,hds_month_consumme_active_rank,hds_pay_record_month_cnt,hds_phone_rich_rank,hds_recent_consumme_ability,hds_total_consumme_ability,hds_total_consumme_active_rank,hds_total_otherplatform_cnt,hds_total_tmallid_cnt,idcard_adres_district,idcard_district,idcard_district_grade,immediate_relation_cnt,kn_relationname_notempty_count,life_app_cnt,loan_app_cnt,mg_callb_cf_searched_total_cnt_30d,mg_callb_pct_cnt_org_cf_24m,mg_callb_searched_cash_org_cnt_5m,mg_callb_searched_cf_org_cnt_30d,mg_callb_searched_cf_org_cnt_90d,mg_callb_searched_total_org_cnt_24m,mg_callb_weight_be_all,mp_grand_1,mp_grand_2,newsreading_app_cnt,night2_6m_use_time,ocr_legality_id_photo_back,ocr_legality_screen_back,ocr_legality_screen_front,ope_total_time_in_use,polly_lbs_address_gradebyaddress,pre_loan_amount,pre_loan_install,relation_contact_cnt,rl_check_channel,rl_confidence,self_cust_tb_zmscore,selffill_degree,sh_recent_loan_apply_trend3,sh_recent_medium_apply_ratio,sh_recent_online_cashloan_apply_trend3,study_app_cnt,systemtool_app_cnt,td_1m_idcard_lending_cnt,td_1m_p2p_cnt,td_1m_total_cnt,td_3m_dxxj_cnt,td_3m_idcard_lending_cnt,td_3m_phone_no_lending_cnt,td_3m_total_cnt,td_3m_xedk_cnt,td_3m_ybxj_cnt,td_xgb_score,td_xyf_dq_score,td_zhixin_score,tx_ty_risk_score,tz_evesums_m12_verif_sum,tz_evesums_m24_verif_sum,tz_evesums_m3_verif_sum,tz_evesums_m6_verif_sum,tz_long_score,tz_platform_infos_m12_verif_count,tz_platform_infos_m24_verif_count,tz_platform_infos_m6_verif_count,umeng_score,upa_avg_consume_amt_12m,upa_avg_consume_amt_6m,upa_avg_consume_cnt_12m,upa_avg_deal_amt_12m,upa_avg_deal_amt_3m,upa_consume_amt_bt_9_to_18_12m,upa_consume_amt_bt_9_to_18_3m,upa_deal_amt_12m,upa_deal_amt_ecpt_wholesale_12m,upa_deal_amt_ecpt_wholesale_6m,upa_deal_amt_in_work_day_and_hours_3m,upa_deal_cnt_12m,upa_debit_card_score,upa_earliest_deal_date_from_201101,upa_failed_deal_amt_12m,upa_failed_deal_amt_6m,upa_failed_deal_cnt_12m,upa_failed_deal_cnt_3m,upa_failed_deal_cnt_6m,upa_failed_deal_days_12m,upa_fund_shortage_amt_12m,upa_fund_shortage_amt_6m,upa_fund_shortage_cnt_12m,upa_fund_shortage_cnt_3m,upa_fund_shortage_days_12m,upa_fund_shortage_days_6m,upa_max_consume_amt_12m,upa_max_consume_amt_6m,upa_max_deal_amt_12m,upa_max_deal_amt_6m,upa_min_consume_amt_12m,upa_min_deal_amt_12m,upa_other_service_cnt_12m,upa_paid_months_12m,upa_query_days_6m,upa_recent_deal_date_12m,upa_recent_deal_time_12m,upa_total_consume_amt_12m,upa_total_deal_amt_low_limit_12m,upa_total_deal_cnt_first_mcc_12m,yxrh_query_cnt_today,zcaf_composite_score,zcaf_decision_suggest,zcaf_second_order_overdue_cnt,fpd4,create_month,cust_no
0.0,-99.0,0.0,0.0,0.0,65.85,5.0,565.0,20.0,0.0,1.0,0.0,0.0,6.01,31.0,593.0,572.0,0.10717,633.0,575.0,0.0093,453.0,776.0,630.0,0.026669672000000002,689.0,748.0,648.0,635.0,26.0,83.0,32.0,-99.0,19870707.0,320683.0,320600.0,7.270588235294117,8.057142857142855,8.057142857142855,1.0,1.0,1.0,1.0,6.0,6.0,5.0,1.0,-99.0,2.0,5.0,0.0,0.0,0.0,0.0,16.0,198.0,0.0,0.0,17.0,234.0,0.6405584385359829,40.0,1089.87,0.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,6.0,5.0,35.0,21.0,4.0,4.0,9.0,1.0,1.0,5.0,5.0,1.0,1.0,-99.0,320683.0,3.0,0.0,0.0,0.0,0.0,1.0,0.5819,1.0,1.0,1.0,4.0,-99.0,-99.0,-99.0,0.0,-99.0,1.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,0.0,2.0,0.936732,-99.0,20.0,103.0,103.0,104.0,0.0,0.0,6.0,1.0,6.0,-99.0,8.0,7.0,8.0,-99.0,1.0,0.0157412104308605,0.0027,717.0,16.0,1.0,1.0,1.0,1.0,395.0,1.0,1.0,1.0,781.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,601.0,1.0,-99.0,0,2020-04,160053555675
208.0,0.91,225.0,232.0,233.0,20.8,5.0,592.0,25.0,1.0,4.0,3.0,2.0,68.08,55.0,564.0,745.0,-99.0,604.0,619.0,-99.0,-99.0,375.0,641.0,0.023302257000000003,722.0,-99.0,644.0,471.0,3.0,71.5,26.0,26.0,19940215.0,341181.0,341181.0,8.733333333333333,9.18,9.257142857142854,3.0,8.0,7.0,5.0,10.0,10.0,9.0,2.0,1.0,4.0,1.0,0.0,9.0,3.0,0.0,26.0,248.4,2.0,44.9,33.0,388.3,1.0307817696623978,107.0,1583.65,17.0,2.0,5.0,4.0,5.0,5.0,4.0,1.0,5.0,6.0,2.0,33.0,1.0,4.0,4.0,18.0,1.0,4.0,5.0,6.0,2.0,1.0,-99.0,341181.0,2.0,10.0,243.0,0.0,0.0,0.0,0.8377,2.0,0.0,0.0,10.0,98.51,-99.0,-99.0,0.0,-99.0,0.9990000000000001,0.001,0.0,-99.0,2.0,9000.0,6.0,13.0,3.0,88.012,2.0,15.0,104.0,104.0,-99.0,0.0,0.0,5.0,-99.0,5.0,-99.0,9.0,9.0,9.0,3.0,3.0,0.0922045409679413,0.0057,660.0,50.0,28.0,31.0,4.0,12.0,605.0,8.0,9.0,6.0,790.0,3636.58,3804.0,8.4167,3886.58,3063.0,32490.33,4596.06,46639.0,38727.0,41.0,2281.28,103.0,12.0,20161231.0,29812.0,19667.0,53.0,18.0,29.0,37.0,29543.0,19413.0,46.0,18.0,35.0,22.0,2409.0,2409.0,2409.0,2409.0,14.45,14.45,56.0,12.0,3.0,20200229.0,20200229130000.0,43639.0,25994.0,7651.0,0.0,567.0,1.0,0.0,0,2020-04,160053656969
36.0,0.59,58.0,60.0,61.0,92.14,2.0,-99.0,-99.0,1.0,1.0,0.0,0.0,35.73,60.0,552.0,507.0,-99.0,672.0,691.0,-99.0,569.0,584.0,555.0,0.011827306000000001,-99.0,-99.0,610.0,570.0,4.0,62.5,29.0,29.0,19900606.0,452130.0,440300.0,7.799999999999999,8.399999999999999,8.399999999999999,1.0,-99.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,1.0,0.0,1.0,2.0,0.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,451029.0,-99.0,-99.0,1.0,61.0,8.0,1.0,0.0,0.2155,1.0,0.0,0.0,1.0,66.65,1.0,9.0,3.0,12.0,1.0,0.0,0.0,-99.0,-99.0,30000.0,12.0,2.0,5.0,94.0,2.0,5.0,104.0,104.0,-99.0,0.0,12.0,2.0,-99.0,2.0,1.0,2.0,1.0,2.0,1.0,-99.0,0.092980183660984,0.0142,585.0,62.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.0,20151130.0,750.0,50.0,6.0,1.0,3.0,4.0,750.0,50.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20191108.0,-99.0,0.0,0.0,0.0,0.0,-99.0,0.0,-99.0,0,2020-04,160053686666
24.0,0.36,63.0,67.0,66.0,80.75,4.0,455.0,1.0,0.0,1.0,2.0,2.0,73.87,67.0,537.0,425.0,0.24231999999999998,471.0,771.0,0.03636,-99.0,665.0,494.0,0.0939973842,653.0,646.0,631.0,567.0,5.0,70.6,27.0,27.0,19930212.0,612523.0,611022.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,4.0,1.0,0.0,1.0,39.0,0.0,0.0,1.0,39.0,0.0,1.0,39.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,5.0,25.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-99.0,-99.0,-99.0,7.0,67.0,4.0,1.0,0.0,0.5819,2.0,0.0,0.0,4.0,81.06,-99.0,-99.0,0.0,-99.0,1.0,0.0,0.003,-99.0,3.0,30000.0,3.0,10.0,3.0,86.639,2.0,10.0,11.11,100.0,0.0,1.0,5.0,1.0,-99.0,1.0,-99.0,4.0,4.0,4.0,-99.0,1.0,0.0285284947603941,0.009000000000000001,587.0,61.0,1.0,5.0,0.0,0.0,458.0,1.0,4.0,0.0,739.0,531.5,586.83,1.0833,831.5,400.0,3552.0,0.0,9978.0,9978.0,7.0,0.0,17.0,15.0,20170103.0,7376.0,6488.0,95.0,77.0,83.0,40.0,7376.0,6488.0,93.0,76.0,38.0,30.0,670.5,670.5,1552.76,1552.76,73.52,73.52,13.0,10.0,3.0,20191210.0,20191210190000.0,6378.0,8511.0,5913.0,0.0,469.0,3.0,-99.0,0,2020-02,160049923056
0.0,0.0,7.0,8.0,9.0,24.0,5.0,639.0,3.0,0.0,1.0,-99.0,-99.0,-99.0,65.0,676.0,850.0,0.0296,659.0,691.0,0.14454,-99.0,754.0,-99.0,0.0783311301,469.0,537.0,662.0,581.0,5.0,-99.0,21.0,21.0,19981226.0,411123.0,410100.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,6.0,1.0,2.0,2.0,76.0,0.0,0.0,2.0,76.0,0.332938118563864,7.0,218.4,0.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,22.0,7.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,2.0,-99.0,411123.0,4.0,0.0,8.0,0.0,0.0,0.0,0.7020000000000001,1.0,0.0,1.0,6.0,69.85,-99.0,-99.0,0.0,-99.0,1.0,0.0,0.0,-99.0,-99.0,10000.0,12.0,0.0,3.0,86.281,2.0,15.0,75.0,50.0,50.0,0.0,0.0,2.0,-99.0,2.0,2.0,6.0,5.0,6.0,-99.0,1.0,0.0510496385395527,0.0191,555.0,77.0,1.0,1.0,1.0,1.0,521.0,1.0,1.0,1.0,785.0,44.75,89.5,0.1667,44.75,179.0,289.0,289.0,537.0,537.0,2.0,289.0,2.0,14.0,20190702.0,226.0,226.0,6.0,2.0,6.0,3.0,226.0,226.0,6.0,2.0,3.0,3.0,318.36,318.36,318.36,318.36,274.84,274.84,1.0,1.0,1.0,20190926.0,20190926210000.0,537.0,537.0,289.0,0.0,468.0,3.0,-99.0,0,2020-01,160050311141
40.0,0.85,47.0,47.0,48.0,40.5,4.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,48.0,394.0,572.0,0.55971,387.0,522.0,0.34934,-99.0,661.0,-99.0,0.051316439500000005,511.0,453.0,558.0,644.0,3.0,-99.0,33.0,33.0,19861206.0,152103.0,150622.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,4.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,152103.0,2.0,3.0,48.0,6.0,2.0,0.0,0.2155,1.0,0.0,0.0,1.0,30.69,-99.0,-99.0,6.0,-99.0,1.0,0.0,0.0,-99.0,3.0,-99.0,-99.0,11.0,3.0,80.05199999999999,2.0,20.0,50.0,103.0,-99.0,0.0,7.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,-99.0,1.0,0.0237089395523071,0.0193,564.0,42.0,6.0,6.0,0.0,0.0,395.0,2.0,2.0,0.0,547.0,536.92,1073.83,0.75,1203.58,1328.67,3912.32,2706.88,14443.0,14443.0,10.0,2706.88,12.0,911.0,20170716.0,69955.0,25369.0,26.0,1.0,17.0,9.0,2722.0,2522.0,4.0,1.0,4.0,3.0,1333.37,1333.37,3326.95,2217.91,12.34,12.34,15.0,7.0,0.0,20191118.0,20191118100000.0,6443.0,419.0,8000.0,0.0,-99.0,0.0,-99.0,0,2020-01,160050334736
195.0,0.78,231.0,250.0,242.0,53.03,4.0,518.0,28.0,0.0,1.0,0.0,0.0,60.0,32.0,439.0,628.0,0.34751,540.0,723.0,0.09071,-99.0,738.0,602.0,0.0260888494,627.0,576.0,669.0,635.0,4.0,70.0,42.0,42.0,19780222.0,511224.0,500100.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1.0,0.0,0.0,14.0,130.0,3.0,141.0,20.0,149.9,0.8148558992196672,48.0,922.89,0.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,6.0,5.0,36.0,11.0,3.0,4.0,16.0,1.0,1.0,4.0,5.0,4.0,1.0,460107.0,-99.0,-99.0,6.0,253.0,11.0,6.0,0.0,0.2155,1.0,0.0,0.0,1.0,94.77,-99.0,-99.0,6.0,-99.0,1.0,0.0,0.0,-99.0,3.0,-99.0,-99.0,9.0,3.0,79.134,1.0,5.0,50.0,103.0,0.0,0.0,7.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,0.0206585321575403,0.0037,587.0,22.0,4.0,6.0,1.0,1.0,408.0,2.0,4.0,1.0,686.0,9.5,19.0,0.1667,9.5,38.0,114.22,114.22,114.0,114.0,2.0,0.0,2.0,35.0,20190616.0,59315.0,59315.0,7.0,6.0,7.0,4.0,59315.0,59315.0,7.0,6.0,4.0,4.0,69.32,69.32,69.32,69.32,44.9,44.9,3.0,1.0,5.0,20191215.0,20191215170000.0,114.0,0.0,114.0,0.0,525.0,2.0,1.0,0,2020-03,160050637088
285.0,0.89,304.0,320.0,313.0,56.71,5.0,515.0,6.0,0.0,1.0,0.0,0.0,60.0,52.0,496.0,545.0,0.19466,456.0,630.0,0.04348,535.0,709.0,542.0,0.0799494608,633.0,633.0,612.0,591.0,3.0,71.4,34.0,34.0,19851008.0,372929.0,371726.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,0.0,0.0,0.0,3.0,499.0,0.0,0.0,5.0,641.5,1.5407948589077205,9.0,699.5,0.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,6.0,5.0,35.0,13.0,5.0,3.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,-99.0,372929.0,2.0,4.0,324.0,5.0,1.0,0.0,0.4971,1.0,0.0,0.0,3.0,97.09,-99.0,-99.0,5.0,-99.0,1.0,0.0,0.0,-99.0,3.0,-99.0,-99.0,7.0,3.0,81.90899999999999,3.0,10.0,104.0,104.0,-99.0,1.0,8.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,-99.0,-99.0,0.0303479414433241,0.0083,623.0,44.0,7.0,20.0,0.0,0.0,461.0,2.0,3.0,0.0,686.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,473.0,3.0,0.0,0,2020-02,160051220679
70.0,0.83,84.0,84.0,85.0,35.03,5.0,624.0,28.0,-99.0,-99.0,0.0,0.0,68.08,45.0,617.0,850.0,0.018340000000000002,681.0,597.0,0.01895,-99.0,665.0,579.0,0.01892532,706.0,695.0,662.0,571.0,5.0,70.0,27.0,-99.0,19920929.0,330328.0,330328.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,6.0,1.0,0.0,4.0,508.0,2.0,267.31,10.0,508.0,1.4297365436055118,49.0,1705.43,2.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,6.0,3.0,34.0,3.0,5.0,4.0,18.0,1.0,3.0,5.0,5.0,10.0,1.0,-99.0,330328.0,3.0,8.0,84.0,0.0,0.0,0.0,0.2155,1.0,0.0,0.0,1.0,55.77,0.0,8.0,0.0,-99.0,1.0,0.0,0.0,-99.0,9.0,30000.0,12.0,14.0,2.0,0.9423950000000001,3.0,10.0,104.0,104.0,-99.0,0.0,0.0,3.0,-99.0,3.0,-99.0,6.0,6.0,6.0,1.0,1.0,0.0412366911768913,0.0048,700.0,17.0,0.0,2.0,0.0,0.0,600.0,0.0,1.0,0.0,804.0,666.67,0.0,0.1667,666.67,0.0,8000.0,0.0,8000.0,8000.0,0.0,0.0,2.0,379.0,20160524.0,922.0,784.0,5.0,1.0,1.0,5.0,810.0,784.0,3.0,1.0,3.0,1.0,4416.04,0.0,4416.04,0.0,4401.23,4401.23,3.0,1.0,0.0,20190219.0,20190219110000.0,8000.0,0.0,8000.0,0.0,527.0,2.0,0.0,0,2020-02,160051671778
16.0,0.76,16.0,20.0,17.0,70.65,2.0,562.0,5.0,1.0,1.0,2.0,2.0,63.28,63.0,463.0,507.0,0.34978000000000004,434.0,691.0,0.01061,-99.0,685.0,595.0,0.06645641,511.0,738.0,610.0,669.0,0.0,86.1,20.0,-99.0,19991023.0,441602.0,441602.0,7.457142857142857,7.714285714285716,7.920000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-99.0,2.0,5.0,-99.0,1.0,3.0,1.0,0.0,2.0,59.9,0.0,0.0,3.0,59.9,0.5986362542849438,7.0,121.7,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,26.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,0.0,-99.0,-99.0,-99.0,2.0,21.0,5.0,5.0,0.0,0.5819,1.0,0.0,0.0,4.0,26.62,-99.0,-99.0,1.0,-99.0,1.0,0.0,0.0,-99.0,4.0,30000.0,12.0,2.0,3.0,87.99799999999999,2.0,15.0,104.0,104.0,-99.0,0.0,5.0,2.0,1.0,2.0,-99.0,3.0,3.0,3.0,-99.0,1.0,0.020045418292284,0.0144,669.0,68.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,704.0,622.25,1206.17,0.3333,705.58,2412.33,0.0,0.0,8467.0,8467.0,3.0,0.0,5.0,7.0,20160914.0,33258.0,31903.0,38.0,12.0,29.0,34.0,33258.0,31903.0,38.0,12.0,34.0,25.0,4015.99,4015.99,4015.99,4015.99,174.16,174.16,3.0,4.0,0.0,20191206.0,20191206220000.0,7467.0,1404.0,7467.0,0.0,525.0,2.0,-99.0,0,2020-03,160052414418
7.0,0.64,11.0,10.0,11.0,-99.0,3.0,-99.0,-99.0,2.0,4.0,0.0,0.0,0.0,70.0,497.0,545.0,0.14679,459.0,390.0,0.06157000000000001,-99.0,573.0,516.0,0.0169304642,517.0,606.0,597.0,545.0,0.0,80.2,24.0,-99.0,19960223.0,431382.0,431382.0,10.224,10.472727272727274,-99.0,5.0,5.0,3.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,-99.0,2.0,1.0,0.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,431027.0,-99.0,-99.0,4.0,10.0,7.0,1.0,0.0,0.7020000000000001,1.0,0.0,0.0,6.0,-99.0,-99.0,-99.0,0.0,-99.0,1.0,0.0,0.0,-99.0,3.0,3000.0,6.0,4.0,3.0,84.751,-99.0,10.0,20.0,80.0,0.0,0.0,10.0,1.0,-99.0,1.0,-99.0,1.0,0.0,1.0,-99.0,-99.0,0.1033707186579704,0.0169,472.0,62.0,8.0,8.0,2.0,7.0,459.0,5.0,5.0,5.0,745.0,0.33,0.67,0.1667,17.0,1.33,4.0,4.0,204.0,200.0,1.0,4.0,3.0,138.0,20191010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,200.0,200.0,2.0,2.0,3.0,2.0,1.0,20191107.0,20191107150000.0,4.0,200.0,200.0,0.0,-99.0,0.0,-99.0,0,2020-03,160052596055
13.0,0.57,22.0,23.0,23.0,73.2,2.0,-99.0,-99.0,0.0,3.0,0.0,0.0,0.0,65.0,425.0,617.0,-99.0,419.0,736.0,-99.0,-99.0,661.0,650.0,0.20634996460000002,656.0,-99.0,533.0,552.0,5.0,75.1,29.0,-99.0,19900929.0,530381.0,530381.0,8.55,8.76923076923077,9.6,2.0,4.0,2.0,1.0,2.0,2.0,2.0,-99.0,2.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.0,0.0,0.0,0.0,0.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,0.0,1.0,1.0,0.0,0.0,-99.0,1.0,0.0,-99.0,1.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,1.0,23.0,5.0,2.0,0.0,0.4971,2.0,0.0,0.0,3.0,59.59,4.0,6.0,3.0,0.0,0.9990000000000001,0.001,0.004,-99.0,3.0,30000.0,3.0,5.0,3.0,86.59200000000001,2.0,5.0,50.0,75.0,0.0,0.0,7.0,5.0,-99.0,5.0,-99.0,5.0,5.0,5.0,2.0,1.0,0.0851753503084183,0.0408,533.0,64.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,487.0,40.17,80.33,0.3333,40.17,160.67,158.98,158.98,482.0,482.0,4.0,158.98,4.0,313.0,20160723.0,45.0,30.0,5.0,0.0,3.0,4.0,45.0,30.0,4.0,0.0,3.0,2.0,267.99,267.99,267.99,267.99,19.99,19.99,4.0,1.0,0.0,20200225.0,20200225230000.0,482.0,427.0,482.0,0.0,-99.0,0.0,-99.0,0,2020-04,160053629489
1.0,0.05,19.0,19.0,20.0,77.87,4.0,671.0,28.0,-99.0,-99.0,0.0,0.0,32.06,64.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,675.0,371.0,0.0816866073,511.0,-99.0,583.0,661.0,2.0,57.1,20.0,20.0,19990611.0,620525.0,620525.0,10.2,10.080000000000002,10.080000000000002,2.0,-99.0,2.0,-99.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,16.0,620.0,5.0,307.56,23.0,758.29,0.6209295074629104,96.0,3043.2,0.0,4.0,5.0,3.0,2.0,5.0,4.0,3.0,5.0,5.0,4.0,28.0,9.0,5.0,4.0,10.0,2.0,1.0,6.0,6.0,0.0,2.0,-99.0,-99.0,-99.0,1.0,19.0,6.0,2.0,0.0,0.2155,1.0,0.0,0.0,1.0,47.63,-99.0,-99.0,5.0,27.0,0.998,0.0,0.0,-99.0,4.0,30000.0,6.0,1.0,3.0,81.84899999999999,2.0,5.0,104.0,104.0,-99.0,0.0,4.0,1.0,-99.0,1.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,0.0348277911543846,0.0051,633.0,52.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,-98.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,212.0,212.0,34.0,12.0,34.0,20.0,212.0,212.0,34.0,12.0,20.0,20.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,601.0,1.0,-99.0,0,2020-04,160053744262
