ab_local_cnt,ab_local_ratio,ab_mobile_cnt,ads_contact_cnt,ads_mp_contact_cnt,ali_rain_score,area_risk_level,bj_ecommerce_score,bj_jc_m36_consume_cnt,bjtz_app_mass_high_num_m12,bjtz_app_use_num_m12,bwjk_risk_tags,bwjk_risk_type,bwjk_score,cl_fraud_score_ronghui,credit_behavior_score,credit_device_score,credit_device_score_ppx,credit_general_credit_score,credit_location_score,credit_overdue_probability_ppx,credit_phone_score,credit_repayment_score_bj,credit_repayment_score_bj_2,credit_score_ronghuixf,credit_score_tq,credit_sma_score_ppx,cs_hc_xdf,cs_lingzhi_score_fullink,cs_multi_score_ronghuidt,cs_swg_bai_score,cust_age,cust_apply_age,cust_birth_date,cust_id_area,cust_work_city,duotou_br_alf_apirisk_all_mean,duotou_br_alf_apirisk_d180_mean,duotou_br_alf_apirisk_d90_mean,duotou_br_alf_count_cell,duotou_br_als_m12_id_caon_allnum,duotou_br_als_m12_id_pdl_orgnum,duotou_br_als_m1_cell_caon_allnum,duotou_br_als_m1_cell_nbank_allnum,duotou_br_als_m1_id_nbank_allnum,duotou_br_als_m1_id_nbank_orgnum,duotou_br_als_m1_id_pdl_orgnum,duotou_br_als_m3_id_nbank_sloan_allnum,duotou_br_als_m6_id_tot_mons,dxm_dt_90d_other_org_cnt,fraud_level_tq,frd_total_count,frd_xffq_count,frd_xfjr_count,hds_36m_day_max_purchase_cnt_excp_doub11_12,hds_36m_day_max_purchase_money_excp_doub11_12,hds_36m_doub11_12_purchase_cnt,hds_36m_doub11_12_total_purchase_money,hds_36m_month_max_purchase_cnt_excp_doub11_12,hds_36m_month_max_purchase_money_excp_doub11_12,hds_36m_purchase_steady,hds_36m_total_purchase_cnt,hds_36m_total_purchse_money,hds_6m_total_purchase_cnt,hds_addr_rich_rank,hds_consume_cat_rich_rank,hds_consume_rich_rank,hds_consume_rich_rank_in_day,hds_consume_rich_rank_in_draw,hds_consume_rich_rank_in_night,hds_cust_aging_rank,hds_cust_rich_rank,hds_first_consumetime_aging_rank,hds_last_consume_time_aging_rank,hds_month_cnt_from_most_early_purchase_time,hds_month_cnt_from_recent_purchase_time,hds_month_consumme_ability,hds_month_consumme_active_rank,hds_pay_record_month_cnt,hds_phone_rich_rank,hds_recent_consumme_ability,hds_total_consumme_ability,hds_total_consumme_active_rank,hds_total_otherplatform_cnt,hds_total_tmallid_cnt,idcard_adres_district,idcard_district,idcard_district_grade,immediate_relation_cnt,kn_relationname_notempty_count,life_app_cnt,loan_app_cnt,mg_callb_cf_searched_total_cnt_30d,mg_callb_pct_cnt_org_cf_24m,mg_callb_searched_cash_org_cnt_5m,mg_callb_searched_cf_org_cnt_30d,mg_callb_searched_cf_org_cnt_90d,mg_callb_searched_total_org_cnt_24m,mg_callb_weight_be_all,mp_grand_1,mp_grand_2,newsreading_app_cnt,night2_6m_use_time,ocr_legality_id_photo_back,ocr_legality_screen_back,ocr_legality_screen_front,ope_total_time_in_use,polly_lbs_address_gradebyaddress,pre_loan_amount,pre_loan_install,relation_contact_cnt,rl_check_channel,rl_confidence,self_cust_tb_zmscore,selffill_degree,sh_recent_loan_apply_trend3,sh_recent_medium_apply_ratio,sh_recent_online_cashloan_apply_trend3,study_app_cnt,systemtool_app_cnt,td_1m_idcard_lending_cnt,td_1m_p2p_cnt,td_1m_total_cnt,td_3m_dxxj_cnt,td_3m_idcard_lending_cnt,td_3m_phone_no_lending_cnt,td_3m_total_cnt,td_3m_xedk_cnt,td_3m_ybxj_cnt,td_xgb_score,td_xyf_dq_score,td_zhixin_score,tx_ty_risk_score,tz_evesums_m12_verif_sum,tz_evesums_m24_verif_sum,tz_evesums_m3_verif_sum,tz_evesums_m6_verif_sum,tz_long_score,tz_platform_infos_m12_verif_count,tz_platform_infos_m24_verif_count,tz_platform_infos_m6_verif_count,umeng_score,upa_avg_consume_amt_12m,upa_avg_consume_amt_6m,upa_avg_consume_cnt_12m,upa_avg_deal_amt_12m,upa_avg_deal_amt_3m,upa_consume_amt_bt_9_to_18_12m,upa_consume_amt_bt_9_to_18_3m,upa_deal_amt_12m,upa_deal_amt_ecpt_wholesale_12m,upa_deal_amt_ecpt_wholesale_6m,upa_deal_amt_in_work_day_and_hours_3m,upa_deal_cnt_12m,upa_debit_card_score,upa_earliest_deal_date_from_201101,upa_failed_deal_amt_12m,upa_failed_deal_amt_6m,upa_failed_deal_cnt_12m,upa_failed_deal_cnt_3m,upa_failed_deal_cnt_6m,upa_failed_deal_days_12m,upa_fund_shortage_amt_12m,upa_fund_shortage_amt_6m,upa_fund_shortage_cnt_12m,upa_fund_shortage_cnt_3m,upa_fund_shortage_days_12m,upa_fund_shortage_days_6m,upa_max_consume_amt_12m,upa_max_consume_amt_6m,upa_max_deal_amt_12m,upa_max_deal_amt_6m,upa_min_consume_amt_12m,upa_min_deal_amt_12m,upa_other_service_cnt_12m,upa_paid_months_12m,upa_query_days_6m,upa_recent_deal_date_12m,upa_recent_deal_time_12m,upa_total_consume_amt_12m,upa_total_deal_amt_low_limit_12m,upa_total_deal_cnt_first_mcc_12m,yxrh_query_cnt_today,zcaf_composite_score,zcaf_decision_suggest,zcaf_second_order_overdue_cnt,fpd4,create_month,cust_no
58.0,0.82,59.0,67.0,61.0,44.82,4.0,535.0,1.0,0.0,1.0,3.0,1.0,80.28,66.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.027469999999999998,-99.0,661.0,393.0,0.041787300699999995,602.0,668.0,610.0,695.0,4.0,69.6,42.0,42.0,19780130.0,210111.0,210111.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,9.0,1.0,2.0,4.0,23.98,0.0,0.0,4.0,23.98,0.0,4.0,23.98,0.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,7.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,-99.0,210111.0,1.0,5.0,71.0,2.0,1.0,0.0,0.4971,1.0,0.0,1.0,3.0,66.5,-99.0,-99.0,3.0,-99.0,1.0,0.0,0.0,-99.0,3.0,-99.0,-99.0,10.0,5.0,97.0,-99.0,5.0,102.0,33.33,103.0,0.0,2.0,-99.0,-99.0,-99.0,2.0,9.0,4.0,9.0,1.0,-99.0,0.0278331842273474,0.0152,524.0,59.0,8.0,9.0,0.0,2.0,416.0,3.0,4.0,1.0,-98.0,240.67,481.33,0.5,240.67,184.33,97.08,0.0,2888.0,2888.0,6.0,0.0,6.0,17.0,20181006.0,18820.0,17343.0,79.0,9.0,38.0,52.0,18820.0,17343.0,79.0,9.0,52.0,21.0,647.11,647.11,647.11,647.11,106.98,106.98,40.0,3.0,0.0,20191025.0,20191025060000.0,2888.0,2791.0,2791.0,0.0,463.0,3.0,-99.0,0,2020-02,160051718645
363.0,0.92,387.0,393.0,392.0,40.35,2.0,462.0,7.0,0.0,0.0,3.0,1.0,75.75,74.0,534.0,507.0,0.23326,498.0,623.0,0.08207,-99.0,632.0,472.0,0.0331637215,513.0,584.0,592.0,498.0,2.0,60.5,41.0,-99.0,19790120.0,352225.0,350921.0,7.748571428571429,8.914285714285713,8.88,2.0,2.0,2.0,-99.0,2.0,2.0,1.0,1.0,-99.0,3.0,3.0,2.0,4.0,0.0,1.0,2.0,129.0,0.0,0.0,2.0,129.0,0.3904683049169407,9.0,552.4,0.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,6.0,5.0,36.0,22.0,3.0,2.0,6.0,1.0,1.0,4.0,3.0,3.0,1.0,-99.0,352225.0,2.0,3.0,396.0,10.0,3.0,0.0,0.7819,2.0,0.0,0.0,8.0,98.45,-99.0,-99.0,0.0,-99.0,1.0,0.0,0.0,-99.0,3.0,-99.0,-99.0,9.0,3.0,71.946,2.0,5.0,101.0,50.0,102.0,2.0,10.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,-99.0,-99.0,0.0711341053247452,0.0185,583.0,67.0,5.0,5.0,2.0,5.0,600.0,4.0,4.0,4.0,641.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,453.0,3.0,16.0,0,2020-04,160053048890
0.0,0.0,2.0,2.0,3.0,97.76,2.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,68.0,431.0,828.0,0.46257,443.0,696.0,0.08747,-99.0,665.0,628.0,0.062051800899999995,467.0,578.0,585.0,571.0,0.0,69.1,25.0,24.0,19940519.0,450721.0,450721.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,8.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,450222.0,-99.0,-99.0,1.0,2.0,0.0,0.0,0.0,0.3836,1.0,0.0,0.0,2.0,67.1,4.0,9.0,0.0,-99.0,1.0,0.0,0.0,-99.0,3.0,-99.0,-99.0,1.0,3.0,77.304,2.0,10.0,102.0,33.33,103.0,0.0,0.0,3.0,-99.0,3.0,1.0,8.0,8.0,8.0,-99.0,-99.0,0.0276524685323238,0.0114,631.0,74.0,2.0,5.0,0.0,0.0,458.0,1.0,3.0,0.0,602.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,189.0,0.0,41.0,0.0,0.0,8.0,189.0,0.0,40.0,0.0,7.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,0.0,-99.0,0,2020-02,160025634974
23.0,0.96,23.0,23.0,24.0,85.73,2.0,469.0,1.0,0.0,1.0,-99.0,-99.0,-99.0,68.0,498.0,427.0,0.28292,511.0,526.0,0.06114,-99.0,754.0,505.0,0.11395395800000001,501.0,606.0,567.0,618.0,5.0,59.8,23.0,23.0,19960916.0,460026.0,460106.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,5.0,2.0,0.0,1.0,69.0,0.0,0.0,1.0,69.0,0.0,1.0,69.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,6.0,5.0,36.0,36.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,451400.0,-99.0,-99.0,1.0,24.0,9.0,4.0,0.0,0.3836,1.0,0.0,0.0,2.0,86.34,-99.0,-99.0,4.0,-99.0,1.0,0.0,0.0,-99.0,4.0,5000.0,3.0,1.0,3.0,82.12799999999999,2.0,5.0,80.0,60.0,75.0,0.0,6.0,3.0,-99.0,3.0,-99.0,5.0,5.0,5.0,1.0,1.0,0.0210432261228561,0.0086,639.0,64.0,9.0,14.0,3.0,8.0,490.0,3.0,5.0,2.0,596.0,25.58,51.17,0.5833,25.58,102.33,21.0,21.0,307.0,307.0,7.0,0.0,7.0,1.0,20170402.0,33755.0,33755.0,135.0,134.0,135.0,41.0,33755.0,33755.0,135.0,134.0,41.0,41.0,131.59,131.59,131.59,131.59,16.89,16.89,23.0,3.0,0.0,20191118.0,20191118070000.0,307.0,120.0,170.0,0.0,477.0,3.0,-99.0,1,2020-01,160050624793
56.0,0.32,167.0,174.0,174.0,94.2,5.0,608.0,22.0,2.0,5.0,-99.0,-99.0,-99.0,52.0,432.0,648.0,0.287,525.0,730.0,0.04167,-99.0,611.0,544.0,0.053618105,684.0,636.0,658.0,626.0,9.0,72.5,23.0,-99.0,19961006.0,412801.0,411702.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,9.0,2.0,2.0,12.0,3493.0,0.0,0.0,14.0,3493.0,2.6192709608454647,46.0,4869.09,14.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,5.0,6.0,3.0,35.0,5.0,5.0,4.0,15.0,2.0,4.0,6.0,5.0,0.0,1.0,-99.0,412801.0,3.0,2.0,178.0,5.0,5.0,0.0,0.5819,2.0,0.0,1.0,4.0,28.17,-99.0,-99.0,0.0,-99.0,0.995,0.005,0.0,-99.0,4.0,30000.0,12.0,7.0,3.0,55.66,3.0,-99.0,50.0,50.0,0.0,0.0,5.0,3.0,1.0,3.0,2.0,9.0,9.0,9.0,-99.0,1.0,0.0319365225732327,0.0108,573.0,40.0,11.0,12.0,1.0,6.0,707.0,5.0,6.0,4.0,710.0,1004.42,2008.83,1.3333,2987.75,3094.0,3391.52,3391.52,35853.0,35853.0,23.0,4487.78,23.0,244.0,20180105.0,11728.0,11482.0,14.0,1.0,8.0,11.0,11722.0,11476.0,11.0,1.0,9.0,3.0,1689.39,1689.39,5529.08,5529.08,97.1,97.1,24.0,6.0,2.0,20191124.0,20191124070000.0,12053.0,7338.0,23800.0,0.0,578.0,1.0,0.0,0,2020-01,160050894765
34.0,0.72,36.0,46.0,37.0,49.77,4.0,566.0,2.0,3.0,4.0,2.0,2.0,9.89,50.0,491.0,581.0,0.19155,477.0,727.0,0.033960000000000004,-99.0,654.0,566.0,0.2108325002,525.0,652.0,599.0,473.0,7.0,63.2,21.0,-99.0,19980728.0,510183.0,510100.0,8.87692307692308,8.809756097560975,7.894736842105262,3.0,10.0,5.0,1.0,10.0,10.0,6.0,3.0,3.0,6.0,-99.0,1.0,9.0,1.0,1.0,1.0,58.0,0.0,0.0,1.0,58.0,0.08411214953271028,2.0,107.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,6.0,5.0,35.0,28.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,500381.0,-99.0,-99.0,3.0,47.0,1.0,2.0,0.0,0.8121,4.0,0.0,1.0,9.0,94.79,-99.0,-99.0,1.0,-99.0,0.992,0.008,0.0,-99.0,5.0,-99.0,-99.0,5.0,5.0,100.0,3.0,20.0,33.33,83.33,0.0,0.0,0.0,5.0,1.0,5.0,1.0,9.0,9.0,9.0,2.0,1.0,0.0914109721779823,0.0124,568.0,80.0,18.0,30.0,2.0,9.0,436.0,9.0,14.0,5.0,705.0,1117.83,625.33,2.75,1142.83,396.0,6605.33,570.0,13714.0,12092.0,10.0,707.52,34.0,719.0,20170404.0,13356.0,5209.0,51.0,17.0,30.0,36.0,13356.0,5209.0,51.0,17.0,36.0,20.0,1272.32,690.0,1272.32,690.0,137.52,137.52,27.0,11.0,3.0,20191201.0,20191201080000.0,13414.0,12564.0,7140.0,0.0,439.0,4.0,-99.0,0,2020-03,160052051278
11.0,0.92,12.0,12.0,13.0,67.95,2.0,506.0,6.0,2.0,4.0,2.0,2.0,3.68,51.0,545.0,850.0,0.17222,454.0,691.0,0.04738,-99.0,611.0,527.0,0.12344496220000001,501.0,626.0,559.0,578.0,8.0,64.7,24.0,-99.0,19950410.0,445322.0,442000.0,7.486956521739131,7.133333333333334,7.56,2.0,3.0,3.0,-99.0,3.0,3.0,3.0,-99.0,4.0,6.0,-99.0,1.0,7.0,3.0,0.0,5.0,69.0,0.0,0.0,5.0,77.0,0.6241776595133657,9.0,181.49,0.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,4.0,5.0,19.0,12.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,441781.0,-99.0,-99.0,1.0,12.0,0.0,0.0,0.0,0.6485,0.0,0.0,0.0,5.0,76.25,3.0,5.0,0.0,-99.0,1.0,0.0,0.0,-99.0,9.0,1000.0,3.0,1.0,2.0,0.955335,2.0,40.0,104.0,104.0,-99.0,0.0,0.0,6.0,1.0,6.0,-99.0,7.0,7.0,7.0,-99.0,2.0,0.0269538499414921,0.0077,620.0,57.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,617.0,2101.5,1696.5,3.0,2809.83,4217.33,14247.39,3202.94,33718.0,33718.0,20.0,10763.7,39.0,940.0,20171014.0,7757.0,6483.0,41.0,7.0,15.0,24.0,7754.0,6480.0,38.0,6.0,22.0,13.0,4825.86,1034.96,5000.0,5000.0,92.0,92.0,21.0,12.0,1.0,20200108.0,20200108200000.0,25218.0,19524.0,14819.0,0.0,496.0,3.0,1.0,0,2020-03,160052408133
318.0,0.9,328.0,358.0,341.0,78.93,5.0,485.0,3.0,0.0,1.0,2.0,2.0,25.62,65.0,551.0,545.0,0.26894,529.0,630.0,0.07454,510.0,568.0,393.0,0.0149273293,469.0,591.0,647.0,641.0,4.0,-99.0,37.0,37.0,19820701.0,371327.0,371302.0,5.672727272727273,4.8,-99.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,-99.0,2.0,2.0,0.0,0.0,3.0,46.7,0.0,0.0,3.0,46.7,0.4426938523324064,4.0,64.74,0.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,23.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,-99.0,371327.0,3.0,12.0,369.0,10.0,4.0,0.0,0.6485,1.0,0.0,0.0,5.0,-99.0,-99.0,-99.0,2.0,-99.0,0.9990000000000001,0.001,0.004,-99.0,4.0,30000.0,12.0,16.0,3.0,82.992,1.0,15.0,104.0,104.0,-99.0,2.0,7.0,1.0,-99.0,1.0,-99.0,2.0,2.0,2.0,-99.0,-99.0,0.0478333234786987,0.0108,586.0,53.0,1.0,3.0,0.0,1.0,574.0,1.0,3.0,1.0,718.0,17038.5,9218.17,8.5833,18538.5,6659.33,165791.28,1885.99,222462.0,222462.0,49.0,17377.33,111.0,963.0,20180409.0,11310.0,6811.0,8.0,1.0,4.0,7.0,11310.0,6811.0,8.0,1.0,7.0,3.0,8608.58,5295.52,8608.58,5295.52,8.66,8.66,53.0,12.0,5.0,20200124.0,20200124160000.0,204462.0,13930.0,118000.0,0.0,442.0,4.0,-99.0,0,2020-03,160052588315
376.0,0.9,417.0,447.0,448.0,42.74,3.0,523.0,23.0,3.0,5.0,2.0,2.0,68.08,61.0,505.0,828.0,0.24049,512.0,552.0,0.04772,-99.0,595.0,556.0,0.21522897300000002,647.0,626.0,587.0,535.0,6.0,62.8,34.0,34.0,19850415.0,220802.0,350902.0,9.25217391304348,8.775,9.771428571428572,3.0,6.0,2.0,-99.0,-99.0,2.0,1.0,1.0,-99.0,6.0,0.0,1.0,3.0,1.0,1.0,6.0,169.91,0.0,0.0,11.0,308.91,1.2114913382232988,31.0,645.31,0.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,6.0,5.0,35.0,14.0,4.0,4.0,9.0,1.0,1.0,4.0,5.0,2.0,1.0,-99.0,220802.0,2.0,2.0,455.0,0.0,0.0,0.0,0.7819,2.0,0.0,0.0,8.0,82.68,4.0,8.0,0.0,-99.0,0.998,0.0,0.0,-99.0,4.0,30000.0,12.0,16.0,3.0,88.70100000000001,3.0,30.0,104.0,104.0,-99.0,0.0,0.0,1.0,-99.0,2.0,1.0,3.0,3.0,3.0,-99.0,-99.0,0.0940781682729721,0.0144,608.0,79.0,3.0,3.0,2.0,3.0,654.0,3.0,3.0,3.0,582.0,7719.25,9497.83,5.0833,7719.25,3865.0,66556.52,8911.95,92631.0,92631.0,39.0,4761.84,61.0,941.0,20160125.0,5445.0,4346.0,6.0,1.0,3.0,5.0,5445.0,4346.0,6.0,1.0,5.0,3.0,8020.11,8020.11,8020.11,8020.11,11.04,11.04,27.0,12.0,1.0,20200115.0,20200115100000.0,92631.0,17958.0,52580.0,0.0,435.0,4.0,13.0,0,2020-03,160052793248
7.0,1.0,7.0,7.0,8.0,94.56,5.0,651.0,10.0,1.0,1.0,0.0,0.0,0.0,57.0,483.0,799.0,0.39652,490.0,623.0,0.06809,-99.0,709.0,521.0,0.0465606463,515.0,598.0,572.0,603.0,5.0,61.1,20.0,-99.0,19991028.0,331022.0,331022.0,8.4,8.6,8.879999999999997,1.0,2.0,1.0,-99.0,3.0,3.0,3.0,1.0,2.0,3.0,11.0,1.0,6.0,2.0,1.0,2.0,79.0,0.0,0.0,3.0,221.03,1.1122268802215916,13.0,433.78,1.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,5.0,3.0,29.0,4.0,4.0,2.0,7.0,2.0,1.0,3.0,4.0,1.0,1.0,-99.0,331022.0,4.0,1.0,7.0,0.0,0.0,0.0,0.2155,1.0,0.0,0.0,1.0,90.22,0.0,1.0,0.0,-99.0,1.0,0.0,0.0,-99.0,9.0,-99.0,-99.0,1.0,3.0,66.204,2.0,20.0,101.0,50.0,102.0,0.0,0.0,2.0,-99.0,2.0,1.0,6.0,6.0,6.0,-99.0,-99.0,0.014416036196053002,0.006999999999999999,734.0,70.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,656.0,1.0,2.0,0.3333,1.0,2.0,7.98,6.08,12.0,6.0,3.0,6.08,4.0,144.0,20190209.0,11.0,9.0,7.0,2.0,5.0,6.0,8.0,6.0,5.0,1.0,5.0,3.0,6.08,6.08,6.08,6.08,2.0,2.0,9.0,2.0,0.0,20200227.0,20200227110000.0,12.0,0.0,6.0,0.0,525.0,2.0,-99.0,0,2020-04,160053511045
535.0,0.94,551.0,567.0,557.0,93.27,3.0,-99.0,-99.0,2.0,3.0,2.0,2.0,10.85,63.0,412.0,585.0,-99.0,500.0,662.0,-99.0,-99.0,414.0,480.0,0.0840581881,-99.0,-99.0,739.0,518.0,9.0,61.3,45.0,45.0,19750218.0,430802.0,430802.0,9.234782608695653,9.599999999999998,10.079999999999998,2.0,13.0,3.0,7.0,9.0,9.0,9.0,2.0,3.0,4.0,0.0,1.0,5.0,1.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,430424.0,430802.0,2.0,7.0,575.0,10.0,9.0,0.0,0.6485,1.0,0.0,1.0,5.0,86.62,-99.0,-99.0,8.0,21.0,1.0,0.0,0.0,-99.0,4.0,30000.0,3.0,11.0,3.0,84.182,-99.0,20.0,33.33,102.0,0.0,0.0,15.0,3.0,1.0,3.0,-99.0,5.0,5.0,5.0,1.0,1.0,0.0785765871405602,0.0196,651.0,58.0,5.0,6.0,5.0,5.0,398.0,4.0,5.0,4.0,706.0,258.67,517.33,0.6667,525.33,478.67,1894.77,1437.17,6304.0,5965.0,7.0,227.71,10.0,23.0,20191011.0,6082.0,6082.0,13.0,7.0,13.0,9.0,6082.0,6082.0,13.0,7.0,9.0,9.0,1097.17,1097.17,2700.0,2700.0,112.29,112.29,15.0,6.0,6.0,20200315.0,20200315140000.0,3104.0,1412.0,3200.0,0.0,-99.0,0.0,0.0,0,2020-04,160054131792
60.0,0.88,67.0,68.0,69.0,86.32,5.0,-99.0,-99.0,2.0,4.0,-99.0,-99.0,-99.0,66.0,437.0,638.0,0.41823999999999995,432.0,630.0,0.07886,441.0,636.0,431.0,0.205490917,511.0,587.0,588.0,475.0,1.0,87.5,35.0,35.0,19841210.0,371321.0,371302.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,7.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,371321.0,4.0,2.0,68.0,0.0,0.0,0.0,0.7020000000000001,2.0,0.0,1.0,6.0,95.98,4.0,9.0,0.0,-99.0,1.0,0.0,0.0,-99.0,4.0,30000.0,12.0,4.0,3.0,76.696,2.0,10.0,104.0,104.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,1.0,7.0,7.0,7.0,-99.0,-99.0,0.0224382970482111,0.0195,513.0,61.0,9.0,20.0,7.0,7.0,416.0,5.0,12.0,3.0,590.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,88.0,88.0,3.0,3.0,3.0,2.0,33.0,33.0,1.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,0.0,-99.0,0,2020-01,160048001734
396.0,0.91,420.0,441.0,435.0,84.18,5.0,467.0,5.0,-99.0,-99.0,2.0,1.0,68.08,55.0,463.0,507.0,0.51749,427.0,628.0,0.08616,428.0,636.0,578.0,0.0200138979,511.0,580.0,578.0,582.0,3.0,70.0,40.0,40.0,19791226.0,371326.0,371326.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,4.0,1.0,1.0,2.0,28.8,0.0,0.0,2.0,28.8,0.5779718859946542,6.0,60.67,0.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,16.0,9.0,1.0,2.0,4.0,-99.0,1.0,1.0,2.0,1.0,0.0,-99.0,371326.0,2.0,12.0,457.0,4.0,1.0,1.0,0.4971,2.0,1.0,1.0,3.0,81.19,-99.0,-99.0,1.0,-99.0,1.0,0.0,0.0,-99.0,1.0,30000.0,12.0,21.0,3.0,82.389,2.0,5.0,102.0,33.33,103.0,0.0,5.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,-99.0,-99.0,0.0273174289613962,0.0177,563.0,61.0,9.0,11.0,3.0,5.0,420.0,5.0,5.0,3.0,612.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,442.0,4.0,0.0,0,2020-01,160050966147
